hand,sample,simulation_time_s,tracking_time_s,loop_progress,desired_x_m,desired_y_m,desired_z_m,measured_x_m,measured_y_m,measured_z_m,error_x_m,error_y_m,error_z_m,error_norm_m
shadow_hand,11,8.219999999999414,0.21999999999941444,0.007002817496024757,0.40222780679908887,0.05606572709360709,-0.07847132143305678,0.40114436295243217,0.0560155763276832,-0.0783237804012057,-0.0010834438466567065,-5.015076592389256e-05,0.00014754103185107836,0.0010945930861560906
shadow_hand,12,8.239999999999421,0.23999999999942112,0.00763943726839255,0.40222688712412097,0.05608570592401882,-0.07847132143305678,0.4011634111353083,0.05605190561792943,-0.07828410949661704,-0.0010634759888126788,-3.380030608939044e-05,0.00018721193643973788,0.0010803573245081269
shadow_hand,13,8.259999999999428,0.2599999999994278,0.008276057040760345,0.402225887541402,0.056105680915910054,-0.07847132143305678,0.4011802111721138,0.05607757275130795,-0.0782572777521927,-0.0010456763692882065,-2.8108164602101693e-05,0.00021404368086408443,0.0010677283528702
shadow_hand,14,8.279999999999434,0.2799999999994345,0.008912676813128139,0.4022248080669251,0.05612565174968136,-0.07847132143305678,0.4011956016528204,0.05609433695525315,-0.07823961226708122,-0.0010292064141046997,-3.131479442820828e-05,0.00023170916597556324,0.0010554314742234224
shadow_hand,15,8.299999999999441,0.29999999999944116,0.009549296585495932,0.40222364871796196,0.056145618105799815,-0.07847132143305678,0.40121018308890816,0.056104674666487823,-0.07822802932744417,-0.0010134656290538002,-4.094343931199118e-05,0.00024329210561260806,0.0010430627954008934
shadow_hand,16,8.319999999999448,0.31999999999944784,0.010185916357863728,0.4022224095130621,0.05616557966480414,-0.07847132143305678,0.4012243970264617,0.05611132568407533,-0.07821963244456631,-0.0009980124866004192,-5.4253980728814766e-05,0.00025168898849046994,0.0010306889757645758
shadow_hand,17,8.339999999999455,0.3399999999994545,0.01082253613023152,0.40222109047205273,0.05618553610730983,-0.07847132143305678,0.40123853339022897,0.05611698771404358,-0.07821207380926269,-0.000982557081823765,-6.854839326624756e-05,0.00025924762379408994,0.0010184923326683902
shadow_hand,18,8.359999999999461,0.3599999999994612,0.011459155902599315,0.40221969161603854,0.05620548711401423,-0.07847132143305678,0.40125271047206423,0.056122697299401364,-0.07820454907079791,-0.0009669811439743103,-8.278981461286306e-05,0.00026677236225887413,0.001006515861509732
shadow_hand,19,8.379999999999468,0.3799999999994679,0.01209577567496711,0.40221821296740123,0.05622543236570165,-0.07847132143305678,0.401270525936907,0.05612640938656771,-0.0781958278278878,-0.0009476870304942486,-9.902297913393782e-05,0.000275493605168986,0.0009918734720984186
shadow_hand,20,8.399999999999475,0.39999999999947455,0.012732395447334904,0.40221665454979905,0.05624537154324848,-0.07847132143305678,0.40129859535305884,0.056124709496825256,-0.07818361404155923,-0.0009180591967402063,-0.00012066204642322692,0.00028770739149755475,0.0009696223807692565
shadow_hand,21,8.419999999999481,0.41999999999948123,0.013369015219702697,0.4022150163881667,0.056265304327628336,-0.07847132143305678,0.4013337299270616,0.05611922917072141,-0.0781689472296693,-0.0008812864611050797,-0.0001460751569069274,0.00030237420338748155,0.0009430980526258723
shadow_hand,22,8.439999999999488,0.4399999999994879,0.014005634992070491,0.4022132985087147,0.05628523039991706,-0.07847132143305678,0.40137053657444494,0.05611244176707369,-0.0781537127285471,-0.0008427619342697423,-0.00017278863284337503,0.0003176087045096837,0.0009170490056012708
shadow_hand,23,8.459999999999495,0.4599999999994946,0.014642254764438286,0.4022115009389291,0.05630514944129794,-0.07847132143305678,0.4014064482872137,0.056105346734012906,-0.0781388576911627,-0.0008050526517153767,-0.00019980270728503502,0.000332463741894079,0.0008936235412893965
shadow_hand,24,8.479999999999501,0.47999999999950127,0.015278874536806078,0.402209623707571,0.056325061133066734,-0.07847132143305678,0.4014404855519497,0.056098281643299525,-0.0781247631335625,-0.0007691381556212962,-0.0002267794897672093,0.0003465582994942873,0.000873558867140605
shadow_hand,25,8.499999999999508,0.49999999999950795,0.015915494309173873,0.40220766684467607,0.0563449651566368,-0.07847132143305678,0.4014720950924476,0.05608896704015264,-0.07811217739909716,-0.0007355717522284921,-0.000255998116484156,0.0003591440339596186,0.0008576626816229778
shadow_hand,26,8.519999999999515,0.5199999999995146,0.016552114081541665,0.40220563038155405,0.056364861193544176,-0.07847132143305678,0.40150241723618957,0.05607770012056469,-0.07810053012718676,-0.0007032131453644785,-0.0002871610729794846,0.00037079130587001907,0.0008452552290030071
shadow_hand,27,8.539999999999521,0.5399999999995213,0.01718873385390946,0.40220351435078827,0.056384748925452706,-0.07847132143305678,0.40153299430582073,0.05606668900917054,-0.07808858692596367,-0.0006705200449675375,-0.00031805991628216373,0.0003827345070931132,0.0008350119424107022
shadow_hand,28,8.559999999999528,0.559999999999528,0.017825353626277254,0.4022013187862353,0.056404628034159104,-0.07847132143305678,0.401561531991727,0.05606054994325453,-0.07807929587037593,-0.000639786794508268,-0.0003440780909045732,0.00039202556268085054,0.0008254701186977866
shadow_hand,29,8.579999999999535,0.5799999999995347,0.01846197339864505,0.40219904372302395,0.05642449820159805,-0.07847132143305678,0.4015839442099242,0.05606521282181949,-0.0780764759003021,-0.0006150995130997372,-0.0003592853797785567,0.0003948455327546785,0.0008144546579610686
shadow_hand,30,8.599999999999541,0.5999999999995413,0.019098593171012843,0.4021966891975553,0.05644435910984729,-0.07847132143305678,0.4015985042980079,0.05608242004531645,-0.07808086677064065,-0.0005981848995473826,-0.00036193906453083763,0.00039045466241613425,0.0008007995403860241
shadow_hand,31,8.619999999999548,0.619999999999548,0.019735212943380636,0.4021942552475017,0.056464210441132714,-0.07847132143305678,0.4016060772924313,0.05610943479414893,-0.07809097350814796,-0.0005881779550703792,-0.0003547756469837876,0.0003803479249088193,0.0007851647027891555
shadow_hand,32,8.639999999999555,0.6399999999995547,0.02037183271574843,0.40219174191180623,0.05648405187783345,-0.07847132143305678,0.4016087651243698,0.056142735216933616,-0.07810492193981963,-0.0005829767874364067,-0.0003413166608998361,0.00036639949323714893,0.0007685099780366723
shadow_hand,33,8.659999999999561,0.6599999999995614,0.02100845248811622,0.4021891492306823,0.056503883102486926,-0.07847132143305678,0.401608668266524,0.05617951590104349,-0.07812103349317387,-0.0005804809641582476,-0.00032436720144343734,0.0003502879398829123,0.0007515809151047882
shadow_hand,34,8.679999999999568,0.6799999999995681,0.021645072260484018,0.4021864772456127,0.056523703797793985,-0.07847132143305678,0.4016065168908273,0.05621781184002794,-0.07813786645064676,-0.0005799603547853582,-0.00030589195776604267,0.00033345498241002525,0.0007356059599016115
shadow_hand,35,8.699999999999575,0.6999999999995747,0.02228169203285181,0.40218372599934915,0.05654351364662391,-0.07847132143305678,0.4016029873658668,0.056256146877739804,-0.07815438486872622,-0.0005807386334823472,-0.0002873667688841064,0.0003169365643305583,0.0007213083987362781
shadow_hand,36,8.719999999999581,0.7199999999995814,0.022918311805219603,0.4021808955359115,0.05656331233201955,-0.07847132143305678,0.40159918360175745,0.05629328780831901,-0.0781698759655089,-0.0005817119341540722,-0.000270024523700535,0.0003014454675478867,0.0007086405207452763
shadow_hand,37,8.739999999999588,0.7399999999995881,0.0235549315775874,0.4021779859005872,0.05658309953720236,-0.07847132143305678,0.40159612291337016,0.05632849419249865,-0.07818393405226212,-0.0005818629872170189,-0.00025460534470370805,0.00028738738079465975,0.0006971226033380508
shadow_hand,38,8.759999999999595,0.7599999999995948,0.024191551349955195,0.4021749971399302,0.05660287494557747,-0.07847132143305678,0.4015942027605025,0.05636152462459734,-0.07819631298331298,-0.0005807943794277071,-0.0002413503209801257,0.0002750084497438049,0.0006864413565939307
shadow_hand,39,8.779999999999601,0.7799999999996015,0.02482817112232299,0.4021719293017607,0.05662263824073878,-0.07847132143305678,0.4015934876361372,0.05639238384009872,-0.078206937467209,-0.0005784416656234859,-0.00023025440064006197,0.0002643839658477837,0.0006763953954166075
shadow_hand,40,8.799999999999608,0.7999999999996081,0.025464790894690784,0.4021687824351641,0.05664238910647399,-0.07847132143305678,0.40159389998024064,0.05642120002002769,-0.07821586084278638,-0.000574882454923431,-0.00022118908644629814,0.000255460590270401,0.0006668392325913648
shadow_hand,41,8.819999999999615,0.8199999999996148,0.02610141066705858,0.4021655565904901,0.056662127226769665,-0.07847132143305678,0.40159529407640776,0.05644817638474198,-0.07822321884172433,-0.0005702625140823203,-0.0002139508420276881,0.00024810259133245527,0.0006576695170051024
shadow_hand,42,8.839999999999621,0.8399999999996215,0.026738030439426373,0.40216225181935217,0.05668185228581629,-0.07847132143305678,0.40159748951624685,0.056473555748430035,-0.07822919529450842,-0.0005647623031053151,-0.0002082965373862572,0.0002421261385483625,0.0006488212184140289
shadow_hand,43,8.859999999999628,0.8599999999996282,0.027374650211794166,0.4021588681746266,0.05670156396801337,-0.07847132143305678,0.40160029370141037,0.05649759195410319,-0.07823399679746933,-0.0005585744732162223,-0.00020397201391017528,0.00023732463558745476,0.0006402601090526187
shadow_hand,44,8.879999999999635,0.8799999999996349,0.028011269984161962,0.4021554057104516,0.056721261957974375,-0.07847132143305678,0.40160351799501937,0.05652053020328669,-0.07823783340873061,-0.0005518877154322421,-0.000200731754687683,0.00023348802432617,0.0006319730574073185
shadow_hand,45,8.899999999999642,0.8999999999996415,0.028647889756529755,0.40215186448222656,0.05674094594053192,-0.07847132143305678,0.40160698866051203,0.056542595308526455,-0.0782409046115859,-0.00054487582171453,-0.00019835063200546177,0.0002304168214708746,0.0006239587694093187
